=== STDOUT ===
 token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token token
UNIKV_E2E decode_tokens=1536 decode_ms=36882.893 tok_per_sec=41.645



=== STDERR ===
 cells; 902 evicted in total
decode: unikv: h2o evicted 1 cells; 960 evicted in total
decode: unikv: h2o evicted 1 cells; 961 evicted in total
decode: unikv: h2o evicted 1 cells; 962 evicted in total
decode: unikv: h2o evicted 1 cells; 963 evicted in total
decode: unikv: h2o evicted 1 cells; 964 evicted in total
decode: unikv: h2o evicted 1 cells; 965 evicted in total
decode: unikv: h2o evicted 1 cells; 966 evicted in total
decode: unikv: h2o evicted 1 cells; 967 evicted in total
decode: unikv: h2o evicted 1 cells; 968 evicted in total
decode: unikv: h2o evicted 1 cells; 969 evicted in total
decode: unikv: h2o evicted 1 cells; 970 evicted in total
decode: unikv: h2o evicted 1 cells; 971 evicted in total
decode: unikv: h2o evicted 1 cells; 972 evicted in total
decode: unikv: h2o evicted 1 cells; 973 evicted in total
decode: unikv: h2o evicted 1 cells; 974 evicted in total
decode: unikv: h2o evicted 1 cells; 975 evicted in total
decode: unikv: h2o evicted 1 cells; 976 evicted in total
decode: unikv: h2o evicted 1 cells; 977 evicted in total
decode: unikv: h2o evicted 1 cells; 978 evicted in total
decode: unikv: h2o evicted 1 cells; 979 evicted in total
decode: unikv: h2o evicted 1 cells; 980 evicted in total
decode: unikv: h2o evicted 1 cells; 981 evicted in total
decode: unikv: h2o evicted 1 cells; 982 evicted in total
decode: unikv: h2o evicted 1 cells; 983 evicted in total
decode: unikv: h2o evicted 1 cells; 984 evicted in total
decode: unikv: h2o evicted 1 cells; 985 evicted in total
decode: unikv: h2o evicted 1 cells; 986 evicted in total
decode: unikv: h2o evicted 1 cells; 987 evicted in total
decode: unikv: h2o evicted 1 cells; 988 evicted in total
decode: unikv: h2o evicted 1 cells; 989 evicted in total
decode: unikv: h2o evicted 1 cells; 990 evicted in total
decode: unikv: h2o evicted 1 cells; 991 evicted in total
decode: unikv: h2o evicted 1 cells; 992 evicted in total
decode: unikv: h2o evicted 1 cells; 993 evicted in total
decode: unikv: h2o evicted 1 cells; 994 evicted in total
decode: unikv: h2o evicted 1 cells; 995 evicted in total
decode: unikv: h2o evicted 1 cells; 996 evicted in total
decode: unikv: h2o evicted 1 cells; 997 evicted in total
decode: unikv: h2o evicted 1 cells; 998 evicted in total
decode: unikv: h2o evicted 1 cells; 999 evicted in total
decode: unikv: h2o evicted 1 cells; 1000 evicted in total
decode: unikv: h2o evicted 1 cells; 1001 evicted in total
decode: unikv: h2o evicted 1 cells; 1002 evicted in total
decode: unikv: h2o evicted 1 cells; 1003 evicted in total
decode: unikv: h2o evicted 1 cells; 1004 evicted in total
decode: unikv: h2o evicted 1 cells; 1005 evicted in total
decode: unikv: h2o evicted 1 cells; 1006 evicted in total
decode: unikv: h2o evicted 1 cells; 1007 evicted in total
decode: unikv: h2o evicted 1 cells; 1008 evicted in total
decode: unikv: h2o evicted 1 cells; 1009 evicted in total
decode: unikv: h2o evicted 1 cells; 1010 evicted in total
decode: unikv: h2o evicted 1 cells; 1011 evicted in total
decode: unikv: h2o evicted 1 cells; 1012 evicted in total
decode: unikv: h2o evicted 1 cells; 1013 evicted in total
decode: unikv: h2o evicted 1 cells; 1014 evicted in total
decode: unikv: h2o evicted 1 cells; 1015 evicted in total
decode: unikv: h2o evicted 1 cells; 1016 evicted in total
decode: unikv: h2o evicted 1 cells; 1017 evicted in total
decode: unikv: h2o evicted 1 cells; 1018 evicted in total
decode: unikv: h2o evicted 1 cells; 1019 evicted in total
decode: unikv: h2o evicted 1 cells; 1020 evicted in total
decode: unikv: h2o evicted 1 cells; 1021 evicted in total
decode: unikv: h2o evicted 1 cells; 1022 evicted in total
decode: unikv: h2o evicted 1 cells; 1023 evicted in total
common_perf_print:    sampling time =     156.14 ms
common_perf_print:    samplers time =      98.25 ms /  2048 tokens
common_perf_print:        load time =    1342.29 ms
common_perf_print: prompt eval time =    1342.01 ms /   512 tokens (    2.62 ms per token,   381.52 tokens per second)
common_perf_print:        eval time =   36712.76 ms /  1535 runs   (   23.92 ms per token,    41.81 tokens per second)
common_perf_print:       total time =   38225.60 ms /  2047 tokens
common_perf_print: unaccounted time =      14.69 ms /   0.0 %      (total - sampling - prompt eval - eval) / (total)
common_perf_print:    graphs reused =       1533
common_memory_breakdown_print: | memory breakdown [MiB]  | total    free    self   model   context   compute    unaccounted |
common_memory_breakdown_print: |   - MTL0 (Apple M4 Pro) | 16384 = 11297 + (5085 =  4685 +     128 +     272) +           0 |
common_memory_breakdown_print: |   - Host                |                   303 =   281 +       0 +      22                |
ggml_metal_free: deallocating
